id,marca_auto,modelo_id,modelo_auto,version_auto,anio_auto,marca_bateria,modelo_bateria,sku_bateria
0,SUZUKI,CELERIO,CELERIO,GASOLINA,2008+,CAPSA,10FDI / 11TODI,1511653 / 163478X
0,SUZUKI,CELERIO,CELERIO,GASOLINA,2008+,ETNA,HL11PRO / FF11PRO / AD / PL,222275/ 512311/ 1898205/ 1845772
0,SUZUKI,CELERIO,CELERIO,GASOLINA,2008+,BOSCH,9PLACAS NS40ZL/40B19L.,115886
0,SUZUKI,CELERIO,CELERIO,,,BOSCH, 9 NS40ZL/40B19L.,115886
0,SUZUKI,CELERIO,CELERIO,,,CAPSA,10FDI,1511653
0,SUZUKI,CELERIO,CELERIO,GASOLINA,,BOSCH, 9 NS40ZL/40B19L.,115886
0,TOYOTA,CELICA,CELICA,GASOLINA,2000-,CAPSA,13WI,140962X
0,TOYOTA,CELICA,CELICA,GASOLINA,2000-,ETNA,W-13 AD / W-13 PL / S1215 EM PL,1898221/ 1845799/ 1845802
0,TOYOTA,CELICA,CELICA,GASOLINA,2000-2005,CAPSA,13WI,140962X
0,TOYOTA,CELICA,CELICA,GASOLINA,2000-2005,ETNA,W-13 AD / W-13 PL / S1215 EM,1898221 / 1845799 / 512303
0,TOYOTA,CELICA,CELICA,GASOLINA,2006+,CAPSA,13WI,140962X
0,TOYOTA,CELICA,CELICA,GASOLINA,2006+,ETNA,W-13 AD / W-13 PL / S1215 EM,1898221 / 1845799 / 512303 
0,TOYOTA,CELICA,CELICA,,,CAPSA,13WI,140962X
0,TOYOTA,CELICA,CELICA,,,ETNA,W-13 AD / W-13 PL,1898221 / 1845781
0,TOYOTA,CELICA,CELICA,GASOLINA,,BOSCH,NX110-5L,1396013
0,KIA,CERATO,CERATO,GASOLINA,2000-2005,CAPSA,1135 / 13API,1634798 / 1409611
0,KIA,CERATO,CERATO,GASOLINA,2000-2005,ETNA,W-13 / W-13 PL,122305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2006-2007,CAPSA,1135 / 13API,1634798 / 1409611
0,KIA,CERATO,CERATO,GASOLINA,2006-2007,ETNA,W-13 / W-13 PL,122305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2006-2007,ETNA,W-13 / W-13 PL,22305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2008-2012,CAPSA,1135 / 13API,1634798 / 1409611
0,KIA,CERATO,CERATO,GASOLINA,2008-2012,ETNA,W-13 / W-13 PL,122305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2008-2012,ETNA,W-13 / W-13 PL,22305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2008-2012,BOSCH,S560DH,1102281
0,KIA,CERATO,CERATO,GASOLINA,2012+,CAPSA,1135 / 13API,1634798 / 1409611
0,KIA,CERATO,CERATO,GASOLINA,2012+,ETNA,W-13 / W-13 PL,122305 / 1845799
0,KIA,CERATO,CERATO,GASOLINA,2012+,ETNA,W-13 / W-13 PL,22305 / 1845799
0,KIA,CERATO,CERATO,,,ENERJET,13W75,1839632
0,KIA,CERATO,CERATO,,,BOSCH,  S560DH,1102281
0,KIA,CERATO,CERATO,,,CAPSA,13WI,140962X
0,KIA,CERATO,CERATO,,,ETNA,W-13 / W-13 PL,1845780 / 1845780
0,KIA,CERATO,CERATO,GASOLINA,,BOSCH,  S560DH,1102281
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2000-,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2000-,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2000-2005,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2000-2005,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2006+,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,2006+,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,DODGE,CHALLENGER,CHALLENGER,,,ENERJET,13S85,1839616
0,DODGE,CHALLENGER,CHALLENGER,,,CAPSA,15MBI,1497596
0,DODGE,CHALLENGER,CHALLENGER,,,ETNA,V-13 PRO / V-13 PL,222291 / 1845802
0,DODGE,CHALLENGER,CHALLENGER,GASOLINA,,BOSCH,S570D ,1102303
0,DAIHATSU,CHARADE,CHARADE,GASOLINA,1993+,BOSCH,11 PLACAS NS60L MF,115932
0,DAIHATSU,CHARADE,CHARADE,GASOLINA,1993+,BOSCH,65B24L,1835882
0,DAIHATSU,CHARADE II,CHARADE II,GASOLINA,,BOSCH, 11  NS60L MF/  65B24L,115932/1835883
0,DAIHATSU,CHARADE III,CHARADE III,GASOLINA,,BOSCH, 11  NS60L MF/  65B24L,115932/1835883
0,DAIHATSU,CHARADE IV,CHARADE IV,GASOLINA,,BOSCH, 11  NS60L MF/  65B24L,115932/1835883
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2000-,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2000-,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2000-2005,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2000-2005,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2006+,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEII,CHARADE II,GASOLINA,2006+,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEII,CHARADE II,,,ENERJET,11D56,1839608
0,DAIHATSU,CHARADEII,CHARADE II,,,BOSCH,  65B24L,1835882
0,DAIHATSU,CHARADEII,CHARADE II,,,CAPSA,11TODI,163478X
0,DAIHATSU,CHARADEII,CHARADE II,,,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2000-,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2000-,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2000-2005,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2000-2005,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2006+,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIII,CHARADE III,GASOLINA,2006+,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIII,CHARADE III,,,ENERJET,11D56,1839608
0,DAIHATSU,CHARADEIII,CHARADE III,,,BOSCH,  65B24L,1835882
0,DAIHATSU,CHARADEIII,CHARADE III,,,CAPSA,11TODI,163478X
0,DAIHATSU,CHARADEIII,CHARADE III,,,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2000-,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2000-,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2000-2005,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2000-2005,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2006+,CAPSA,10FDI / 13TODI,1511653 / 1634771
0,DAIHATSU,CHARADEIV,CHARADE IV ,GASOLINA,2006+,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,DAIHATSU,CHARADEIV,CHARADE IV ,,,ENERJET,11D56,1839608
0,DAIHATSU,CHARADEIV,CHARADE IV ,,,BOSCH,  65B24L,1835882
0,DAIHATSU,CHARADEIV,CHARADE IV ,,,CAPSA,11TODI,163478X
0,DAIHATSU,CHARADEIV,CHARADE IV ,,,ETNA,HL-11 PRO / FF-13 PD AD,222275 / 1981196
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2000-,CAPSA,15APCG / 1731P,1497588 / 1635239
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2000-,ETNA,V-13 INV PRO / FH-1215 INV PRO ,512338 / 222364
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2000-2005,CAPSA,15APCG / 1731P,1497588 / 1635239
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2000-2005,ETNA,V-13 PL / FH-1215 INV PRO,222291 / 222364
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2006+,CAPSA,15APCG / 1731P,1497588 / 1635239
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2006+,ETNA,V-13 PL / FH-1215 INV PRO,222291 / 222364
0,HYUNDAI,CHASIS,CHASIS,DIESEL,2006+,ETNA,V-13 PL / FH-1215 INV PRO ,222291 / 222364
0,HYUNDAI,CHASIS,CHASIS,,,CAPSA,15APCG,1497588
0,HYUNDAI,CHASIS,CHASIS,,,ETNA,V-13 PL / FH-1215 INV PRO /FH1215 INV PL,222291 / 222364
0,HYUNDAI,CHASIS,CHASIS,GASOLINA,,BOSCH,NX110-5 / NX120-7,1382713 / 1181637
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-,BOSCH,S570D,1102303
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-,CAPSA,13W,149757X
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-,ETNA,W13 Z PL,1845799
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-2005,BOSCH,S570D,1102303
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-2005,CAPSA,13W,149757X
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2000-2005,ETNA,W13 Z PL,1845799
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2006+,BOSCH,S570D,1102303
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2006+,CAPSA,13W,149757X
0,JEEP,CHEROKE,CHEROKE,GASOLINA,2006+,ETNA,W13 Z PL,1845799
0,JEEP,CHEROKE,CHEROKE,,,ETNA,W-13 INV PRO,512338
0,JEEP,CHEROKE,CHEROKE,,,BOSCH,  S570D,1102303
0,JEEP,CHEROKE,CHEROKE,,,CAPSA,13W,149757X
0,JEEP,CHEROKE,CHEROKE,GASOLINA,,BOSCH,S570D ,1102303
0,CHEVROLET,CHEVETTE,CHEVETTE,,,CAPSA,15MBI,1497596
0,CHEVROLET,CHEVETTE,CHEVETTE,,,ETNA,W-11 AD / W-13 PRO,44079 / 222305
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2000-,ETNA,W-11 AD / W-13 PRO,44079 / 222305
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2000-2005,ETNA,W-11 AD / W-13 PRO,1898213/ 222305
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2006+,ETNA,W-11 AD / W-13 PRO,1898213/ 222305
0,CHEVROLET,CHEVETTE,CHEVETTE ,GASOLINA,2006+,ETNA,W-11 AD / W-13 PRO,44079 / 222305
0,CHEVROLET,CHEVETTE,CHEVETTE,GASOLINA,,BOSCH, S570D,1102303
0,CHEVROLET,CHEVETTE,CHEVETTE,GASOLINA,,BOSCH,  S455D /   S560D,118315X / 1102273
0,CHEVROLET,CHEVI,CHEVI ,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CHEVI,CHEVI ,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CHEVI,CHEVI ,GASOLINA,2006+,ETNA,W13Z PRO ,222305
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-,BOSCH,S455D,118315X
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-,ETNA,W-11  AD / W-13 AD /W 13 PL,1898213 / 189823X / 1845780
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-2005,BOSCH,S455D,118315X
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,DAEWOO,CIELO,CIELO,GASOLINA,2000-2005,ETNA,W-11  AD / W-13 AD /W 13 PL,1898213 / 189823X / 1845780
0,DAEWOO,CIELO,CIELO,GASOLINA,2006+,BOSCH,S455D,118315X
0,DAEWOO,CIELO,CIELO,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,DAEWOO,CIELO,CIELO,GASOLINA,2006+,ETNA,W-11  AD / W-13 AD /W 13 PL,1898213 / 189823X / 1845780
0,DAEWOO,CIELO,CIELO,GASOLINA,2006+,ETNA,W-11  AD / W-13 AD /W 13 PL,1898213 / 1898221 / 1845799
0,DAEWOO,CIELO,CIELO,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,DAEWOO,CIELO,CIELO,,,CAPSA,11WI,1409603
0,DAEWOO,CIELO,CIELO,,,BOSCH,  S455D,118315X
0,DAEWOO,CIELO,CIELO,,,ETNA,W-11  AD / W-13 AD /W 13 PL,44079 / 189823X / 1845780
0,DAEWOO,CIELO,CIELO,GASOLINA,,BOSCH,  S455D,118315X
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-,BOSCH,11 PLACAS NS60L MF,115932
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-,BOSCH,65B24L,1835882
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-,CAPSA,11TOI / 13TOI,149760X / 1635220
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-2002,CAPSA,11TOI / 13TOI,149760X / 1635220
0,HONDA,CIVIC,CIVIC,GASOLINA,2000-2002,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,GASOLINA,2002-2005,CAPSA,11TOI / 13TOI,149760X / 1635220
0,HONDA,CIVIC,CIVIC,GASOLINA,2002-2005,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,GASOLINA,2002-2005,BOSCH,11 PLACAS NS60L MF,115932
0,HONDA,CIVIC,CIVIC,GASOLINA,2002-2005,BOSCH,65B24L,1835882
0,HONDA,CIVIC,CIVIC,GASOLINA,2006-2011,CAPSA,11TOI / 13TOI,149760X / 1635220
0,HONDA,CIVIC,CIVIC,GASOLINA,2006-2011,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,GASOLINA,2006-2011,BOSCH,9PLACAS NS40ZL/40B19L.,115886
0,HONDA,CIVIC,CIVIC,GASOLINA,2006-2011,BOSCH,65B24L,1835882
0,HONDA,CIVIC,CIVIC,GASOLINA,2012+,CAPSA,11TOI / 13TOI,149760X / 1635220
0,HONDA,CIVIC,CIVIC,GASOLINA,2012+,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,,,ENERJET,11T56,1862901
0,HONDA,CIVIC,CIVIC,,,ETNA,FF-11 PRO,512311
0,HONDA,CIVIC,CIVIC,,,CAPSA,13TOI,1635220
0,HONDA,CIVIC,CIVIC,,,BOSCH, 11  NS60L MF/  65B24L,115932/1835882
0,HONDA,CIVIC,CIVIC,GASOLINA,,BOSCH, 11  NS60L MF/  65B24L,115932/1835882
0,GEELY,CK,CK,GASOLINA,,BOSCH,11 PLACAS NS60LS,115940
0,GEELY,CK,CK,GASOLINA,,BOSCH,65B24LS,1835890
0,Mercedes-Benz,CLASEC,CLASE C,GASOLINA,2001-2007,BOSCH,S570D,1102303
0,Mercedes-Benz,CLASEE,CLASE E,GASOLINA,2002-2008,BOSCH,S570D,1102303
0,RENAULT,CLIO,CLIO,GASOLINA,1990-,BOSCH,S455D,118315X
0,RENAULT,CLIO,CLIO,GASOLINA,1990-,CAPSA,11WI / 13WI,1409603 / 140962X
0,RENAULT,CLIO,CLIO,GASOLINA,1990-,ETNA,W-11 AD / W-13 PL,1898213 / 1845799
0,RENAULT,CLIO,CLIO,GASOLINA,1991-2000,CAPSA,11WI / 13WI,1409603 / 140962X
0,RENAULT,CLIO,CLIO,GASOLINA,1991-2000,ETNA,W-11 AD / W-13 PL,1898213 / 1845799
0,RENAULT,CLIO,CLIO,GASOLINA,2000-2005,CAPSA,11WI / 13WI,1409603 / 140962X
0,RENAULT,CLIO,CLIO,GASOLINA,2000-2005,ETNA,W-11 AD / W-13 PL,1898213 / 1845799
0,RENAULT,CLIO,CLIO,GASOLINA,2006+,CAPSA,11WI / 13WI,1409603 / 140962X
0,RENAULT,CLIO,CLIO,GASOLINA,2006+,ETNA,W-11 AD / W-13 PL,1898213 / 1845799
0,RENAULT,CLIO,CLIO,,,BOSCH,  S455D,118315X
0,RENAULT,CLIO,CLIO,,,CAPSA,13WI,140962X
0,RENAULT,CLIO,CLIO,,,ETNA,W-11 AD / W-13 PL,44079 / 1845780
0,RENAULT,CLIO,CLIO,GASOLINA,,BOSCH,  S455D,118315X
0,FIAT,CLUB SCR,CLUB SCR,GASOLINA,,BOSCH,  S455D /  S560D,118315X /  1102273
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2000-,CAPSA,15MBI,1497596
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2000-,ETNA,W-11 AD / W-13 PRO,1898213 / 222305
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2000-2005,CAPSA,15MBI,1497596
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2000-2005,ETNA,W-11 AD / W-13 PRO,1898213 / 222305
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2006+,CAPSA,15MBI,1497596
0,FIAT,CLUBSCR,CLUB SCR,GASOLINA,2006+,ETNA,W-11 AD / W-13 PRO,1898213 / 222305
0,FIAT,CLUBSCR,CLUB SCR,,,ENERJET,11W63 /  13W75,1862928 - 1839632
0,FIAT,CLUBSCR,CLUB SCR,,,CAPSA,15MBI,1497596
0,FIAT,CLUBSCR,CLUB SCR,,,BOSCH,  S455D,118315X
0,FIAT,CLUBSCR,CLUB SCR,,,ETNA,W-11 AD / W-13 PRO,44079/ 222291
0,DODGE,COLT,COLT,GASOLINA,2000-,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,COLT,COLT,GASOLINA,2000-,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,MITSUBISHI,COLT,COLT,GASOLINA,2000-,CAPSA,1135 / 13API,1634798 / 1409611
0,MITSUBISHI,COLT,COLT,GASOLINA,2000-,ETNA,SD-13 AD / V-13 INV PL,189823X / 1898248
0,DODGE,COLT,COLT,GASOLINA,2000-2005,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,COLT,COLT,GASOLINA,2000-2005,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,MITSUBISHI,COLT,COLT,GASOLINA,2000-2005,CAPSA,1135 / 13API,1634798 / 1409611
0,MITSUBISHI,COLT,COLT,GASOLINA,2000-2005,ETNA,SD-13 AD / V-13 INV PL,189823X / 1898248
0,DODGE,COLT,COLT,GASOLINA,2006+,CAPSA,13W / 13AP,149757X / 1497561
0,DODGE,COLT,COLT,GASOLINA,2006+,ETNA,V13 INV PRO / PL / S1215 PRO / PL,512338 / 1898248 / 512338/ 1845802
0,MITSUBISHI,COLT,COLT,GASOLINA,2006+,CAPSA,1135 / 13API,1634798 / 1409611
0,MITSUBISHI,COLT,COLT,GASOLINA,2006+,ETNA,SD-13 AD / V-13 INV PL,189823X / 1898248
0,DODGE,COLT,COLT,,,CAPSA,15MBI,1497596
0,MITSUBISHI,COLT,COLT,,,CAPSA,13W,149757X
0,MITSUBISHI,COLT,COLT,,,ETNA,SD-13 AD / V-13 INV PL,189823X / 1898248
0,MITSUBISHI,COLT,COLT,GASOLINA,,BOSCH,NX110-5L,1396012
0,DODGE,COLT,COLT,GASOLINA,,BOSCH,S570D ,1102303
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2000-,CAPSA,15MBI,1497896
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2000-,ETNA,S1215EM PL,1845802
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2000-2005,CAPSA,15MBI,1497896
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2000-2005,ETNA,S1215EM PL,1845802
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2006+,CAPSA,15MBI,1497896
0,JEEP,COMANCHE,COMANCHE,GASOLINA,2006+,ETNA,S1215EM PL,1845802
0,JEEP,COMANCHE,COMANCHE,,,CAPSA,13W,149757X
0,JEEP,COMANCHE,COMANCHE,GASOLINA,,BOSCH,S570D ,1102303
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2000-,CAPSA,15MBI,1497896
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2000-,ETNA,S1215EM PL,1845802
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2000-2005,CAPSA,15MBI,1497896
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2000-2005,ETNA,S1215EM PL,1845802
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2006+,CAPSA,15MBI,1497896
0,JEEP,COMMANDER,COMMANDER,GASOLINA,2006+,ETNA,S1215EM PL,1845802
0,JEEP,COMMANDER,COMMANDER,,,CAPSA,13W,149757X
0,JEEP,COMMANDER,COMMANDER,GASOLINA,,BOSCH,S570D ,1102303
0,FORD,CONTOUR,CONTOUR,DIESEL,2000-,CAPSA,13AP / 15APCG,1497561 / 1497588
0,FORD,CONTOUR,CONTOUR,DIESEL,2000-,ETNA,S-1215 PL / S-1215 PRO / FH1215 PRO,1845802/ 512303 / 410136
0,FORD,CONTOUR,CONTOUR,DIESEL,2000-2005,CAPSA,13AP / 15APCG,1497561 / 1497588
0,FORD,CONTOUR,CONTOUR,DIESEL,2000-2005,ETNA,S-1215 PL / S-1215 PRO / FH1215 PRO,1845802/ 512303 / 410136
0,FORD,CONTOUR,CONTOUR,DIESEL,2006+,CAPSA,13AP / 15APCG,1497561 / 1497588
0,FORD,CONTOUR,CONTOUR,DIESEL,2006+,ETNA,S-1215 PL / S-1215 PRO / FH1215 PRO,1845802/ 512303 / 410136
0,FORD,CONTOUR,CONTOUR,,,CAPSA,15MBI,1497596
0,FORD,CONTOUR,CONTOUR,,,ETNA,S-1215 PL / S-1215PRO,1845799 / 22364
0,FORD,CONTOUR,CONTOUR,DIESEL,,BOSCH,S570D ,1102303
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2000-,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2000-,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2000-2007,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2000-2007,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2000-2007,BOSCH,S560DH,1102281
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2008-2009,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2008-2009,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2009+,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2009+,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2009+,BOSCH,11 PLACAS NS60LS,115940
0,TOYOTA,COROLLA,COROLLA,GASOLINA,2009+,BOSCH,65B24LS,1835890
0,TOYOTA,COROLLA,COROLLA,,,ENERJET,13S85  / 15M99,1839616 - 1839640
0,TOYOTA,COROLLA,COROLLA,,,CAPSA,13TODI,1634771
0,TOYOTA,COROLLA,COROLLA,,,BOSCH,  S560DH/  65B24LS,1102281/1835890
0,TOYOTA,COROLLA,COROLLA,,,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,COROLLA,COROLLA,GASOLINA,,BOSCH,  S560DH/  65B24LS,1102281/1835890
0,TOYOTA,CORONA,CORONA,GASOLINA,2000-,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,CORONA,CORONA,GASOLINA,2000-,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,CORONA,CORONA,GASOLINA,2000+,CAPSA,11TODI / 13API,163478X / 1409611
0,TOYOTA,CORONA,CORONA,GASOLINA,2000+,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,CORONA,CORONA,,,ENERJET,13S85  / 15M99,1839616 - 1839640
0,TOYOTA,CORONA,CORONA,,,CAPSA,13TODI,1634771
0,TOYOTA,CORONA,CORONA,,,BOSCH,  S560DH/  65B24LS,1102281/1835890
0,TOYOTA,CORONA,CORONA,,,ETNA,FF-11 PD PL / V-13 INV PRO,1845772 / 512338
0,TOYOTA,CORONA,CORONA,GASOLINA,,BOSCH,  S560DH/  65B24LS,1102281/1835890
0,CHEVROLET,CORSA,CORSA,GASOLINA,2000-,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CORSA,CORSA,GASOLINA,2000-,ETNA,W-11 AD / W-13 PRO,44079 / 222305
0,TOYOTA,CORSA,CORSA,GASOLINA,2000-,CAPSA,13WI / 13API,140962X / 1409611
0,TOYOTA,CORSA,CORSA,GASOLINA,2000-,ETNA,W-13 AD / V-13 INV PRO,1898221 / 512338
0,CHEVROLET,CORSA,CORSA,GASOLINA,2000+,CAPSA,11WI / 13WI,1409603 / 140962X
0,CHEVROLET,CORSA,CORSA,GASOLINA,2000+,ETNA,W-11 AD / W-13 PRO,1898213/ 222305
0,TOYOTA,CORSA,CORSA,GASOLINA,2000+,CAPSA,13WI / 13API,140962X / 1409611
0,TOYOTA,CORSA,CORSA,GASOLINA,2000+,ETNA,W-13 AD / V-13 INV PRO,1898221 / 512338
0,CHEVROLET,CORSA,CORSA,,,ENERJET, 11W75N / 13W75N ,1862928 - 1839632
0,CHEVROLET,CORSA,CORSA,,,CAPSA,11WI,1409603
0,CHEVROLET,CORSA,CORSA,,,BOSCH,  S455D,118315X
0,CHEVROLET,CORSA,CORSA,,,ETNA,W-11 AD / W-13 PRO,44079 / 222305
0,TOYOTA,CORSA,CORSA,,,ENERJET,11D56,1839608
0,TOYOTA,CORSA,CORSA,,,CAPSA,13TODI,1634771
0,TOYOTA,CORSA,CORSA,,,ETNA,W-13 AD / V-13 INV PRO,1898221 / 512338
